Unique_idx,price
12353,160280.94601897057
14264,476352.9801003579
11680,1080934.2588838544
15151,667265.0450971331
596,398638.31303630956
6714,1635392.3029571837
16869,737861.1872315733
9958,634698.6687320061
7529,732312.3490254879
20906,187520.71534978785
20809,1035277.1695014713
7540,320243.8331278777
6859,468722.01601562835
8130,526377.2398136826
7921,684547.1201836849
554,537498.0224397462
11271,815140.7938249139
9944,717019.7919810293
18972,508982.6725507863
12338,180213.1355071012
2575,717356.6856259732
16502,448485.44335086923
1637,382405.94194684085
516,323610.7547256984
10686,406860.2721673716
8928,935494.2725002812
4771,1074978.9035347607
17969,570917.4005906843
20358,685069.5409898525
8011,534233.5074837115
17087,1266121.4308686517
8505,391149.49267726485
19669,399463.1052924944
14415,571897.322125907
19184,845757.673015995
12254,766251.2162498217
3672,807707.3834337164
6203,1103060.1955181174
6817,591745.1973865991
14871,609023.6528935237
1090,923221.3638782436
16329,304480.9408988608
3964,572146.0214947956
18495,803514.2078688825
20995,364901.6210043989
6228,537872.5856413655
20396,1051422.47563871
11869,623791.077661098
4088,734565.6145712854
18853,648425.9798655007
7463,772520.0188537482
19502,440215.9893580247
20509,466194.09531770647
19323,1241770.929233782
16015,558385.2491734317
4193,318462.70652644057
565,401302.93814327195
17611,178047.7813358456
8599,709406.6339469841
559,255307.68601734377
3402,97591.15357382502
9425,629906.4009411968
1295,242265.65756671317
16181,392436.28424077015
21286,350569.3103163494
6551,361233.06427310966
5697,489702.3765697479
20691,384156.0176527547
19185,372613.74317559507
1225,419924.57493210025
15675,537408.9677653294
9063,726871.1703849407
7787,112137.95068221446
8077,605783.3291888423
7296,663113.5163094187
19066,440563.52077549323
14084,463873.09062752966
20647,392374.60835481994
4030,464789.4712553583
4829,257235.01342452597
2609,548716.8730661944
7509,361704.73127833195
12928,416352.76676357724
2862,471032.57082157955
8838,979859.0555531252
10776,741556.7054603044
13382,647300.9287578501
21003,448024.88724631444
5155,515304.7829158688
15376,769510.1472395556
6100,413457.8386289058
9071,359989.61679400876
15919,640777.2998835426
6423,686573.9887677757
8146,843439.3395053912
20427,260906.55742986873
19149,934632.3629445722
11668,348645.5776412003
4674,1085085.8415896548
1174,464490.3797699008
18734,426436.00934241246
3925,520131.3823873205
10683,1125074.9360426925
18924,745401.3160662027
6640,502215.09295052756
5734,240998.57067465968
17536,84585.6935688695
5042,488902.00771245454
2220,585286.9403006956
4204,482637.6399141159
13122,283100.91409898177
10283,1398630.2757658549
2349,725118.766278442
3137,852793.1826422261
14544,226628.67459122743
18246,466368.3415664919
2675,264997.2439493928
811,358064.34622897767
17181,654983.516833269
15971,490694.54478808306
16705,700939.3666841183
1480,729024.6724211778
397,505041.57399726193
8155,780366.0230198894
3656,230069.2364735324
9355,378111.4713101676
10057,421610.41164265294
13373,338020.1541298926
3370,683421.7265941333
300,1833676.1504767342
10676,99372.1067870697
20789,493377.99483555276
16779,734407.6432840526
4322,488940.749223087
8996,766710.7166926181
3625,333913.3104804624
20467,659742.1627797326
14503,784287.3790045995
7244,297537.5725787692
2447,338009.36683669686
8207,568718.6343985777
17892,179477.24681230355
3851,304436.0900563523
33,574790.2955769207
8339,800730.7414661245
989,455482.41156456433
20915,224109.25355298817
20674,1072777.2117465278
8521,545891.9257678054
6215,547716.5693594338
13299,770070.6196470428
13760,644591.1589874588
5815,460088.7936530048
7666,220069.89729234017
9157,652022.2146905717
14315,237751.5069715632
12364,1003448.5437235394
13651,386966.77590904105
6364,559882.4506584434
17207,730167.2887226734
153,1550048.40656175
4646,500510.3901830008
7939,490670.4202382434
18903,431200.76512622274
506,506934.49033101834
8027,429850.4835810382
16036,693091.2212959239
17419,188360.28679585177
19593,226223.80156726297
17131,273324.6253308384
10729,424806.9604703635
8486,263883.21360227093
18638,597425.9796109889
14113,98582.82611507364
438,463351.8195548523
11944,937802.0707604503
510,634102.8040623525
18397,259648.00013580732
7693,584899.0735726468
7673,982555.7858531
15898,499964.86166500393
18688,663789.4812848968
2979,327809.9601847939
11826,457004.3419528017
15496,328256.60841687955
7832,252301.8612322593
12440,538234.6269677067
21225,498521.47374602035
2952,460697.19382457435
1247,1033158.2208104692
17371,734641.5999459056
813,607837.8089442672
3971,676122.5355322119
9488,716549.4655453125
9489,329190.6283208858
13873,545460.1815112131
7227,412957.5633445149
13892,366043.9636204811
8419,355449.8705206774
9971,305156.0533664068
19378,395589.79733415786
13573,1180392.8998277485
16316,332672.2252054373
16638,339116.2817761032
14096,1283566.4574980168
18447,596212.8923417106
13138,541549.0419360241
11290,983724.9533075495
11060,466981.64832778927
13503,448223.6829858273
16126,798019.2141960841
19452,-513879.8979242146
9873,789015.4428458409
14440,468550.152755416
10332,294783.59954631794
16607,656870.4555119015
1398,528093.6257410403
1289,641603.7918912657
9736,306735.11682929937
10457,704850.0228553144
18984,906151.5455179084
10814,520194.63606720604
8744,598032.1591706332
4982,374653.08563066274
16321,346225.17865020223
1596,169391.26024164632
4714,601952.2773757735
8645,265305.89949500374
2401,483496.95016453136
20199,411763.930152541
15190,572193.1728880741
21432,612751.1740266532
11471,994907.1337931892
10144,260699.93508583587
13949,787690.5315331742
1638,488891.1552031208
12004,548155.3805592796
13725,757276.5534960264
1300,453562.6815046128
13746,612882.0277364766
5717,435284.07366484404
11425,484808.5951275751
6958,229548.22732896917
20628,460686.7770515848
20956,905019.7549567344
14952,245820.44889807887
20612,213979.06493893452
10517,263504.2131548282
8468,229531.19484286662
10525,978216.4381573666
18317,622211.5126924971
19234,167844.84540533554
227,252111.49679298047
15212,430544.87738466915
18600,39400.25767219253
8214,356218.6315397946
1850,266820.7792723896
6039,411074.5794430403
10255,348940.8615721874
10156,398639.8660919778
9173,311919.22994342167
13269,345437.82842668984
16889,1139518.0139714237
6396,20268.880174478516
12677,368514.45058992505
7651,831888.003629447
3315,344052.04143416695
15016,540438.7596681481
21231,557218.3707361417
8665,728713.0018830197
4115,545651.4594207667
21222,245449.76176219247
5232,519768.1539523136
7322,529296.4652918763
10030,958714.289630414
6113,526330.853934505
9053,615551.1231331248
11447,823070.620842333
3142,187714.02870181482
4839,490056.18344724923
19607,834849.1204734975
7603,337366.12670761626
13073,481339.62653835677
9017,414871.7791762082
10329,906237.1627718918
15045,608909.5923977876
20227,360460.5131477611
14238,282947.80158165284
20750,243977.8140667528
5018,734645.8008138025
4137,296634.3922169674
6804,414451.0996137159
19701,531712.4606749034
2372,353445.86395084765
5692,275365.4401800232
246,1477298.1775093945
10897,579079.1526987562
10860,248156.55143956002
16286,597816.0611174703
21189,424193.5069469111
11408,473892.6020531822
6610,510640.49228222854
8715,615481.3090042192
21124,152501.6860400783
10161,764303.5947549865
21030,816681.118462516
4799,195269.1119056195
8864,362886.54292124696
20336,422404.5300340913
3471,496610.4043640448
12812,690081.8904680097
6603,789628.9889443088
10893,166010.46486226842
4258,281321.21039331984
18525,607294.9401758453
20407,1022817.3165263962
19304,199428.45366846304
20638,192160.62999740802
1475,562603.0949314488
4043,536806.3154610461
15904,780419.6910461374
4203,-79888.65252387896
15286,828341.2348026941
110,542497.7590502426
10359,221136.77105501015
16872,197959.0906890938
3661,147791.1287850691
12518,354885.75424470566
16417,786403.1448996663
9454,221822.7201281367
3058,619694.7604900701
14715,458561.1548643615
18581,337762.7367919544
2124,614043.016939316
551,1456641.9571691891
415,682133.4540176988
21337,432018.9504288817
11594,541633.4184182687
7494,910168.6677997233
9479,180315.2755289739
15389,704871.6392514035
19289,507159.24467995856
1892,469861.3617043793
12301,605031.0536608379
3198,116138.13037418202
15135,1017427.9943665685
14480,266703.1366602648
9973,445616.21207049675
11480,285444.7587856436
7364,884923.6259280453
8887,745147.0103999814
11986,452360.014325927
10728,634847.9068263881
18446,370626.88194687944
21486,1156668.2260557609
2366,939102.7252977649
15155,439886.5940068597
12793,107237.2812860962
1998,501183.9593012873
2713,1762415.0664068526
2463,184559.08001100365
21149,1022216.8041370595
9660,753692.9197338801
4423,430239.35953017324
8507,633584.3059376096
608,191775.5449229246
19597,38517.931313764304
4330,275646.745438762
20135,293558.501357452
918,218776.51740886737
837,422756.6081124218
13689,319833.52726306766
3891,1165586.0373291513
1910,327256.35675795656
12511,402941.4592677485
2403,387607.36446097586
15416,327216.61115220375
183,99345.16907565668
9681,671472.6871497473
20497,470983.1882231338
21498,445917.7979973061
6366,740858.7203160962
3764,371375.5823677927
14010,223509.6906425748
891,673331.8722314583
5844,186396.49228617456
10159,358750.28899776377
2293,479229.8990046317
9880,462099.91672070324
9426,443785.096231414
5809,185609.9849506747
1603,716199.2475271495
15557,144268.43938325625
7012,-26171.601978928782
6811,277072.74544504285
8852,251170.51484734006
10853,873994.6173882056
14953,1232258.2151361099
8732,375180.1387825832
221,261430.21641390678
15497,549998.7886590939
19298,724347.0713915778
10888,482037.1152955275
3136,462320.8063040199
10557,407940.04439189564
1916,527807.8289680844
44,151497.981638249
5846,710952.2039119294
16420,203990.20062128734
14912,549131.867610719
2072,47226.22594292462
2794,998178.8165793708
20401,334653.6196783101
14949,436097.9389995169
6528,502477.92885194067
6068,629566.0422309292
5240,754171.6047493713
18238,825473.7075829823
2360,120207.8508119462
17094,703462.2664513467
20779,413270.915452593
18093,734051.5000306629
3774,538923.2796409475
2682,765774.0013635689
13901,450002.10580809694
15976,103339.9361514328
14873,458875.698679124
6135,932643.1996592162
9503,519675.7992316941
14862,239537.32666064892
8620,451940.9786228929
4120,733525.6181563949
19122,25065.322788187303
8221,684254.5264024362
625,114831.50547464937
16790,522071.17414114065
1522,306224.69870670605
2811,983100.9555245358
14314,426757.7669339394
16372,1055282.6183960885
16401,476253.6528778812
1953,440390.0475167772
16708,592680.9976993622
16937,81902.47197333537
5496,582533.3715116419
3419,536073.0621899944
15745,1031145.6518101487
1181,248868.71998116467
7878,137692.9171026107
20438,640312.5588013558
3231,1184720.312114221
2798,377835.6367363455
12580,458059.3099417258
16184,605000.2498463737
16419,518186.0916883694
18759,523741.4384200992
6269,522882.48002963327
16475,474004.6695761597
10206,675563.6076611662
20517,347900.59848177154
5398,768781.1580589814
13691,617043.9680542136
19419,796241.3391535385
10040,965698.8969063768
20796,197928.46085532662
11091,280093.6279414678
3607,480344.0231817132
7083,832031.3017847454
19333,446664.07271161396
14616,449143.148809406
14562,127161.78270559944
11640,562336.0051219203
1350,906879.2675465895
6502,111327.49244297296
17885,684627.9082747903
10351,674894.1808273355
20070,440877.3661705954
1808,726726.7413044227
5198,631384.7493843148
12026,635037.753710473
13987,433081.9288534792
12714,319199.28719735425
19260,1176235.791747367
1988,511432.8335614223
5645,866258.8864779565
1828,511141.4469535537
7839,264459.0898999823
19511,481067.5820823647
17657,1322547.5156625314
1385,664169.3578870464
2230,613150.3020333964
5190,692864.9907071413
4173,733576.9511416852
2590,576996.2789696679
13508,1009165.9679291919
21040,1436154.6590785272
11904,426775.2486369563
14151,983179.8452002797
3869,897416.1883291705
2820,379305.1874336498
13117,457933.17133974936
6327,901857.7779944455
11360,156184.56620379724
20919,455751.27813126147
11355,671854.2602858869
1883,269978.5017631296
7569,609530.115671725
10468,1021695.9051899184
741,407851.2456790954
21077,363809.0102813449
15361,543305.8033651616
5962,897267.1709281234
3484,451954.5607713014
6770,1203692.7051104102
19255,1275466.9054259602
18742,171513.5211121589
9264,257338.33982232492
4368,548283.5770873278
749,403553.3833814701
9793,688766.9811460245
9417,531730.3054515645
6828,598503.7810444478
10446,1464812.2447039112
391,734511.0419697883
12461,397445.7307426883
2999,538160.6847230196
3106,574136.161349901
5388,959226.8541179346
12782,728500.8359865816
16653,227748.9274051711
8932,409683.2116580056
8708,413037.97159443237
6619,629498.2404498635
4668,175508.61215733737
1070,579913.9425293487
8801,648703.8968747379
19568,555010.922142243
11330,739419.7859944664
21592,395853.1012325017
17422,317214.13642201014
11419,244795.0335489735
15162,624291.4535003873
11457,368411.25253442954
168,772197.6988077341
231,555079.16989554
13394,552512.6241927361
18716,1071338.4790263074
72,802492.9865029063
11531,963495.7453013416
6691,1134412.0566137088
20301,641204.0530865481
2802,175066.59945235308
3525,343153.2307634419
19925,327468.36949153244
12478,627812.6533370651
12354,411409.9936519936
18270,140637.13253601454
7739,465041.2162951855
2038,297380.72643441986
18066,636134.9638530742
12831,468770.09710492846
5632,686499.5977962362
10134,551209.3947106013
6632,558917.6791352341
1362,655111.6909877481
3833,501732.7902165903
3930,192212.0394826252
8691,687603.4015785046
1732,1367893.7418379094
12716,449265.4468886629
11211,334684.59582637716
12370,1915697.9802116258
19741,450019.0434596818
14126,683031.0384435132
8230,334085.63878773805
10939,451582.17593398876
6847,380663.7258459935
21037,222775.61332103238
21160,533565.0252524503
10264,1180562.1102644252
2711,358223.7295970386
13094,496860.0166022461
19563,244478.25513083674
8893,543520.9749987852
20295,1548212.3503036853
5623,638485.4155184533
12635,278002.0387893226
17264,185762.12682520412
2907,858027.0158016384
18756,810710.5476066126
10458,760281.7793110469
82,445287.8754468141
5952,352769.6499320939
4414,331986.3305987092
4909,476398.33684972953
17018,605648.2850592658
15617,502818.27151438314
5455,734891.7214808092
11726,527570.1911547147
15695,658506.6582816876
17762,218042.73854860943
9765,555338.1399814123
13917,513318.9840051206
21453,310425.1373307416
20707,370687.82154319715
20014,628658.2838231726
10840,1363260.3202821268
14428,1186046.0776098324
14518,512267.7925553713
4325,461256.772398673
11684,535073.3773539336
19056,567547.2289030487
8005,948717.5145499753
4871,410734.39287734684
7932,741302.4349824646
15594,755329.7524485877
14917,328813.55468964484
8942,489381.2370982887
8421,271642.0222883448
8449,581150.9230270423
92,194206.7111994801
13697,1061659.2968151048
324,317017.6516283825
20437,432047.2290565297
14651,475713.5788168432
20012,441577.62386516854
13828,684016.6779063987
10227,143998.5646426212
15103,482009.98048234265
13279,736231.9560447503
702,415816.4890959095
2085,2317741.970610577
13933,355124.5227042632
1841,946342.3333202088
12933,599879.2180092102
17283,263248.1193130342
20157,744826.3366768463
7533,250012.4820030965
875,782773.4858783437
4390,-120851.1257713791
18861,828713.9793931358
17979,557414.178475948
343,99608.92844915483
2404,789234.4853352914
7985,857124.5320104146
4904,231595.55677823815
16478,486685.4820178095
4722,426530.5882987734
4835,42683.1386804916
1026,278929.88024820574
4760,927057.4017045554
19738,198394.57037350908
8464,417627.55759407487
3719,301864.78514306527
9767,477648.3224292351
7080,462289.5483968463
14895,150647.37440280244
11910,814828.3178631328
7648,215628.52391053457
13265,469284.7994111916
12664,225663.05410277564
12404,318607.9731312664
2984,966173.6010285337
19256,623513.9847697746
20126,922057.099173069
9916,711080.369368324
11578,409666.91832148004
5601,243244.08631590568
19758,1257778.8729760507
20038,351414.953462651
21153,707579.8820496239
16672,507217.7477934351
1421,394431.9160477668
10949,1198056.5413679872
21173,627409.4770027017
4883,220701.37405968737
12731,513271.27702841535
1141,267961.8368396284
10892,467149.2350988295
3008,669262.0278515304
12676,643323.4062834596
21283,1114916.246902923
2052,424229.8481446272
20055,306089.49338272307
9745,968535.535974212
21109,231517.7703523375
18263,411671.98622318637
5002,305115.5153475264
19899,485135.74687757716
12787,143967.57539221458
16429,854918.3410977414
19982,373266.2236926891
17276,333483.39292655326
5637,441052.54668942373
3227,413849.9569494305
12175,661623.0805834141
18490,633773.9781549219
7437,446030.94564604945
921,380261.5729591111
12603,704314.0196217122
11350,566991.3754531574
10106,529741.9236684479
13149,358624.5130836703
1869,800319.2135549253
5435,559953.6043369174
10485,272751.9778562812
4836,570875.6327693146
21257,563617.914516381
5761,312509.07966112625
7687,417905.86765024345
4271,461902.511945175
11666,625086.4731791867
1925,415192.4786118865
12372,510149.8861653963
13863,382523.37185111735
12885,621374.3198676845
18788,501526.7807703195
859,171247.36652119085
8641,625744.892844134
15864,262112.52207943145
16237,101872.78996309824
20831,378652.0345479436
12499,492722.8359430386
4719,350050.71645733994
5045,266168.6625728067
21118,782484.9740410354
16125,874190.0308829071
19287,337005.860974621
12637,603002.408660897
15018,422799.0049922308
16958,305202.97008749936
19504,746305.2747906074
16318,365757.7118464885
6700,682261.4576399978
3094,546255.824630185
17354,706608.0866093487
3610,590577.4018819816
1312,722567.1078490131
2908,487778.4463410638
21371,484326.10965572484
6038,616651.8850412061
10536,1070974.3109628512
14822,1754303.6537607452
2779,300826.6157448301
15242,293177.2863060534
12726,613982.6906761434
2858,1476978.5161896693
4424,415972.2738831574
832,437689.65042664204
16317,514363.6083194651
14321,914901.6699702833
6089,68662.9266804643
13958,544488.1574194282
17898,268079.48610765766
10350,728797.4136711033
17970,653049.8699467741
20458,1169603.2747226097
8396,337748.66842882335
9923,988842.0555763887
15765,823280.9684913252
12528,267127.8418694902
15412,371453.7891979329
2377,406518.5500330543
8364,383225.91108416766
9655,660961.9236588636
8637,631174.0196861317
8834,340018.5704450309
17467,389890.3704178985
21484,930836.8581783073
14573,440487.8877528077
11978,796446.2153980099
2591,445763.4920758791
8793,418194.37894334923
1113,759606.1982491221
7542,730842.387104447
2573,348323.7591142962
20598,523315.72594504897
5453,634628.8712370405
5680,780816.2824988617
8243,675282.4182970924
20381,1134077.3389029726
16331,355970.7684422005
21606,806614.9019685928
10434,399678.4861715557
15197,934980.9732769942
1013,613304.7689575395
15895,831936.3529725717
2430,441968.5573033998
1301,511499.01138388086
8540,947092.0912408605
6907,450123.81196521875
7947,219406.28311511315
21060,710338.5764833977
18805,461702.3076894237
4124,208698.50369685423
8488,218892.520573223
8985,547924.7966163345
10048,122021.56822568923
11218,410095.89353455696
6880,799790.8046408985
10598,242681.28154387604
19470,273243.3591831215
4360,646847.7879126975
4796,969856.1823150162
21028,220972.53588453121
2093,778364.433594577
6487,628582.2760710856
5215,520879.2431886699
11174,530776.4181217784
20843,975047.6764366962
3195,757537.9843735723
20212,280041.613349407
16537,348372.75910167675
16691,383069.46908417717
10611,467094.0770621449
17495,217061.15313918982
3498,686270.956405892
19448,195389.84104133584
16613,518015.4272556752
6735,489382.23927212413
2131,572100.8386228681
7632,662713.3539472995
81,225902.70223802235
2752,604723.95811929
10315,500736.47972511034
6027,170681.03664167318
9255,316804.6688406067
2364,556976.3841005005
11414,315932.10988816153
16077,697435.8048587414
10478,255054.38972754218
19322,830103.5393307172
419,1603253.9861971177
2311,630213.072850029
945,420803.66064477805
16213,497275.0967092775
10610,467094.0770621449
3085,400405.50183726195
9258,760935.176879813
19635,848333.8114351025
10482,397839.6891223639
3403,386831.05815183185
21282,588117.5258589694
12643,358566.7663950678
6639,606144.8986089686
7212,426798.0690535195
5707,530207.4702242296
10385,1580550.0450726803
10634,502516.9547898248
18535,1106940.2363605862
20940,993136.557754606
8952,582534.3092635721
19450,1073719.1042080112
11002,331635.74054091144
10871,565090.3570509255
12610,122656.27161473036
10463,450467.26778025366
21314,635194.9161653752
7115,820207.1963282228
4744,420743.7300056154
10213,847343.7847664645
3095,226352.11544436403
1236,153723.05725457147
19481,305524.24235638324
11155,219874.06639577448
1662,1178557.1076227939
20372,165849.8188068727
17677,851410.1075680144
9430,422772.86385495774
16130,427996.91647109576
10551,509213.66566673294
12230,528572.1387537383
4679,558332.6375821009
4921,774591.0707923509
9533,471143.4946850296
20096,1158477.7353568915
7471,458268.2392983902
12750,248003.81358932145
12784,1116239.7443563659
18139,535028.3757243622
3908,622624.0423870897
10244,985324.2020702716
3345,513693.25320962537
2032,264681.1867115041
5082,325141.3639578996
16542,393320.74688979983
6064,193886.88986175042
1436,929364.0346663389
7127,1521492.094993908
3247,373017.2590288045
5747,1235179.7688296372
6612,548681.5812804252
8543,464157.1334319785
6482,548042.8941739043
11683,511817.64373274613
17725,528310.5666977828
4429,595437.1491410565
14069,130104.95396881737
17252,745579.7507877117
8440,871391.6260147458
7562,589179.3498931043
9086,349737.0231222715
8720,660305.3634419758
17807,64538.78203796502
18951,539909.5436812835
3505,568687.8646764867
866,616832.1904435474
12521,487855.17406832427
18930,382989.3324246155
11985,539544.6136770044
17108,564125.2657418121
9617,306504.7538747955
3577,243105.35603711568
4948,453655.1038801577
19530,319226.7259243196
10751,466344.0984444404
11268,1172157.8923273608
18698,363809.7927391771
20158,167464.22987536993
19818,411184.6165871294
12981,331193.8362666862
717,677790.6388060283
470,364624.7873065686
8516,928804.968362595
1468,381275.98652397655
15522,999699.7569900751
12756,852012.2629813636
3830,411275.60394413583
4502,492376.041035858
14345,132554.37271572463
8002,298839.3760352619
3272,687766.5442379806
8369,738982.5456342725
13498,820804.3318287479
14456,1234659.5023263628
10818,317321.8983114604
10726,650700.4878285974
14743,818369.1196474563
18737,371092.1973592099
4364,421564.1869006464
2521,183404.283850139
3736,286215.88219594583
85,826368.9376838151
6772,538390.3844348621
2782,462543.92646993976
9400,156969.0350819975
3257,1044526.6668868298
6023,861284.8227614388
13763,691665.6649426464
8959,553582.2471690336
8527,772200.8693712205
7778,146170.8632878149
213,625801.091476609
16390,579762.7709930846
9814,577393.2300808933
12591,1114695.6369662592
15673,389277.52615746576
7977,650206.195617212
13792,16397.555535434745
5679,836345.9940581489
16671,507217.7477934351
16535,728779.4318172736
15333,461865.26322883274
3049,341427.086452025
11029,425806.7657732116
21269,308580.16335060075
14173,277370.4638192002
9429,460674.3519531181
3119,575796.1478046095
8326,626208.9086812865
9929,620911.9862950416
18171,355998.17813662067
16976,259114.32656509057
13283,611491.7252459871
18789,617006.704679207
20776,737962.1220347974
17202,418987.63025340904
12633,268289.08689323533
11394,464770.4834329868
13594,307282.538778672
17740,271491.7481611762
9485,369422.6268278416
3561,462846.54147848394
14638,898131.1036196165
20581,209568.35926226713
13998,875093.332678413
19262,1087593.7627347382
12466,483579.522501966
19238,186125.87239145953
15241,1133178.8752029184
6440,519960.50540009234
14867,65533.62384677213
12221,347923.83996123634
618,119472.75920248404
17338,753664.582853863
820,38822.73281299509
12474,532634.3979349323
18076,507457.93746384606
8405,1033434.2827485548
2932,49407.70696779154
14139,973360.3623441784
6036,300270.6659725914
15643,477782.36468989216
13198,546175.1658528671
15744,721856.0126416665
12858,335634.9590385072
4576,407269.3856651606
5921,131178.6612677602
2371,433615.6178552825
12146,-2671.1945552099496
18651,797159.4381477693
19968,680818.6038718214
2578,1381602.2361144144
8395,353825.54826573003
11916,-10168.634324263781
2206,341957.6374279121
17973,350083.94299168885
11117,421206.53556198534
6755,477385.8972575497
442,545954.1147015812
18499,404935.3914812999
16870,717510.6924015917
14479,865593.9398342734
1201,560985.1682217624
2507,603128.0315018939
11293,440840.32193524856
20080,749535.6999728763
10454,323434.2944653351
6060,757842.5301013589
14626,153370.1176671898
14110,665416.51747593
7150,84957.72703487985
11284,1251946.5391729865
2055,395824.7897143336
18477,2126971.2110055843
12824,57907.16143075563
7663,1058517.42220575
18574,398546.4886455275
21138,536281.7475976683
18249,669306.859613264
8137,324955.81794572994
21009,819769.1294299448
7435,674277.6523727933
12605,765779.0384928556
8268,651834.8625436397
14171,35300.4973439388
10378,1055162.2568115694
12540,497457.1831047358
2073,160539.5513151884
9093,377926.5339811472
11364,693507.4785228735
6405,230483.71489567868
10272,11138.13516553957
6004,775927.6965604369
2893,483239.7622703472
3069,519333.3237533653
4707,353342.78493123595
18046,444610.70667878445
2510,163479.14986518957
8500,367898.1578010805
8876,548334.585460552
8093,652926.2075880505
20656,769282.2876163023
13538,293987.6829329422
10200,629463.0293059871
21157,646614.2672991147
10937,268579.53487572446
7350,956031.2016619174
13112,411603.3226680234
5508,523402.92393208854
19488,273144.3207571246
1772,745070.2179719843
18636,776019.9681326607
2939,500300.6973205302
21360,126959.08229256794
1073,819871.2456344934
9174,113228.45273872651
19493,494462.77408368234
17562,94402.1411619559
16648,561991.0215585148
15107,142257.26176725142
1455,462482.39297245815
20383,375343.05963808205
17718,443975.03845355846
8547,345222.00227644574
20116,388080.3021809971
18261,677857.4013582906
9332,195010.8689420661
19498,270850.328489949
16047,216915.27087046485
9090,369987.3296655975
18673,457268.54457511194
8026,194007.13174041454
3153,1322894.1054804865
18468,105381.09175998531
16786,580832.4885820616
18530,345711.6968536135
20523,420267.54966247175
420,413952.6240209434
12586,1197281.5070881955
7065,430410.9837938724
1440,1188226.828806621
869,342717.11790521536
10618,633413.4284341289
13153,787117.4629472829
6201,197918.15964252315
11341,532053.9242063584
