Unnamed: 0,Buy
17923,1
17924,0
17925,0
17926,1
17927,1
17928,0
17929,1
17930,0
17931,0
17932,1
17933,1
17934,1
17935,0
17936,1
17937,0
17938,0
17939,0
17940,1
17941,1
17942,1
17943,1
17944,1
17945,0
17946,1
17947,1
17948,0
17949,0
17950,0
17951,0
17952,1
17953,1
17954,0
17955,0
17956,1
17957,0
17958,0
17959,0
17960,0
17961,0
17962,1
17963,1
17964,0
17965,0
17966,1
17967,0
17968,1
17969,0
17970,1
17971,1
17972,1
17973,0
17974,1
17975,1
17976,0
17977,1
17978,0
17979,0
17980,0
17981,1
17982,1
17983,1
17984,1
17985,1
17986,0
17987,0
17988,0
17989,1
17990,0
17991,1
17992,0
17993,1
17994,1
17995,0
17996,1
17997,0
17998,1
17999,1
18000,0
18001,1
18002,0
18003,0
18004,1
18005,0
18006,1
18007,0
18008,0
18009,1
18010,1
18011,1
18012,1
18013,1
18014,1
18015,0
18016,1
18017,0
18018,1
18019,0
18020,0
18021,1
18022,0
18023,0
18024,1
18025,0
18026,0
18027,0
18028,1
18029,1
18030,0
18031,0
18032,1
18033,1
18034,1
18035,0
18036,0
18037,1
18038,1
18039,1
18040,1
18041,0
18042,0
18043,0
18044,1
18045,1
18046,0
18047,0
18048,0
18049,0
18050,1
18051,1
18052,1
18053,1
18054,0
18055,0
18056,0
18057,0
18058,0
18059,1
18060,1
18061,1
18062,1
18063,0
18064,1
18065,1
18066,1
18067,1
18068,0
18069,1
18070,0
18071,0
18072,0
18073,1
18074,0
18075,1
18076,1
18077,1
18078,1
18079,1
18080,0
18081,1
18082,0
18083,1
18084,1
18085,1
18086,1
18087,1
18088,0
18089,1
18090,1
18091,0
18092,0
18093,1
18094,1
18095,1
18096,0
18097,0
18098,1
18099,0
18100,0
18101,0
18102,1
18103,0
18104,0
18105,1
18106,0
18107,1
18108,1
18109,1
18110,1
18111,1
18112,0
18113,0
18114,1
18115,1
18116,1
18117,1
18118,0
18119,1
18120,1
18121,1
18122,0
18123,1
18124,1
18125,1
18126,1
18127,1
18128,1
18129,1
18130,0
18131,0
18132,0
18133,1
18134,1
18135,0
18136,1
18137,1
18138,0
18139,0
18140,0
18141,0
18142,0
18143,0
18144,1
18145,0
18146,0
18147,0
18148,0
18149,1
18150,0
18151,1
18152,1
18153,1
18154,1
18155,1
18156,1
18157,1
18158,0
18159,0
18160,0
18161,1
18162,1
18163,1
18164,1
18165,1
18166,1
18167,0
18168,0
18169,1
18170,1
18171,0
18172,0
18173,0
18174,1
18175,1
18176,1
18177,0
18178,0
18179,0
18180,1
18181,0
18182,1
18183,1
18184,0
18185,1
18186,0
18187,1
18188,1
18189,0
18190,1
18191,0
18192,1
18193,0
18194,1
18195,0
18196,1
18197,1
18198,1
18199,0
18200,0
18201,1
18202,0
18203,0
18204,1
18205,1
18206,0
18207,0
18208,0
18209,1
18210,1
18211,1
18212,1
18213,0
18214,0
18215,1
18216,1
18217,1
18218,1
18219,0
18220,0
18221,1
18222,1
18223,1
18224,1
18225,1
18226,1
18227,1
18228,1
18229,1
18230,0
18231,1
18232,1
18233,0
18234,1
18235,1
18236,1
18237,0
18238,1
18239,0
18240,1
18241,1
18242,1
18243,0
18244,0
18245,1
18246,0
18247,0
18248,0
18249,1
18250,0
18251,0
18252,0
18253,1
18254,1
18255,1
18256,1
18257,0
18258,0
18259,0
18260,1
18261,1
18262,1
18263,1
18264,1
18265,1
18266,1
18267,1
18268,1
18269,0
18270,0
18271,0
18272,1
18273,1
18274,1
18275,1
18276,0
18277,0
18278,0
18279,1
18280,0
18281,1
18282,1
18283,0
18284,0
18285,1
18286,1
18287,1
18288,1
18289,1
18290,1
18291,1
18292,0
18293,0
18294,0
18295,1
18296,1
18297,0
18298,1
18299,0
18300,1
18301,1
18302,1
18303,0
18304,1
18305,1
18306,1
18307,1
18308,0
18309,1
18310,0
18311,1
18312,0
18313,0
18314,1
18315,1
18316,0
18317,1
18318,1
18319,1
18320,1
18321,1
18322,1
18323,0
18324,1
18325,1
18326,1
18327,1
18328,0
18329,1
18330,1
18331,1
18332,1
18333,1
18334,0
18335,1
18336,1
18337,1
18338,0
18339,1
18340,1
18341,1
18342,1
18343,1
18344,0
18345,0
18346,1
18347,0
18348,1
18349,0
18350,0
18351,1
18352,1
18353,1
18354,1
18355,1
18356,0
18357,0
18358,1
18359,1
18360,1
18361,1
18362,1
18363,0
18364,0
18365,1
18366,0
18367,1
18368,0
18369,1
18370,0
18371,1
18372,1
18373,1
18374,1
18375,1
18376,0
18377,0
18378,1
18379,0
18380,1
18381,1
18382,1
18383,0
18384,1
18385,1
18386,1
18387,0
18388,0
18389,1
18390,1
18391,1
18392,1
18393,1
18394,0
18395,1
18396,0
18397,1
18398,0
18399,1
18400,1
18401,1
18402,1
18403,1
18404,0
18405,0
18406,1
18407,1
18408,0
18409,1
18410,1
18411,1
18412,1
18413,0
18414,1
18415,0
18416,1
18417,0
18418,1
18419,0
18420,1
18421,0
18422,1
18423,0
18424,1
18425,0
18426,1
18427,1
18428,0
18429,1
18430,0
18431,1
18432,0
18433,0
18434,0
18435,1
18436,0
18437,0
18438,1
18439,0
18440,0
18441,1
18442,1
18443,1
18444,0
18445,0
18446,1
18447,0
18448,0
18449,1
18450,1
18451,0
18452,1
18453,1
18454,1
18455,0
18456,0
18457,1
18458,1
18459,1
18460,1
18461,1
18462,1
18463,0
18464,1
18465,1
18466,0
18467,0
18468,0
18469,0
18470,1
18471,0
18472,1
18473,0
18474,0
18475,0
18476,1
18477,1
18478,0
18479,1
18480,1
18481,1
18482,1
18483,1
18484,1
18485,0
18486,1
18487,1
18488,1
18489,1
18490,1
18491,0
18492,1
18493,1
18494,1
18495,1
18496,1
18497,1
18498,1
18499,0
18500,0
18501,0
18502,1
18503,0
18504,0
18505,1
18506,1
18507,1
18508,1
18509,0
18510,1
18511,1
18512,0
18513,1
18514,1
18515,1
18516,1
18517,1
18518,0
18519,0
18520,1
18521,0
18522,1
18523,0
18524,0
18525,1
18526,0
18527,0
18528,0
18529,1
18530,1
18531,0
18532,1
18533,1
18534,1
18535,1
18536,1
18537,0
18538,0
18539,0
18540,1
18541,0
18542,1
18543,0
18544,1
18545,1
18546,0
18547,1
18548,1
18549,1
18550,0
18551,0
18552,1
18553,0
18554,1
18555,1
18556,0
18557,1
18558,0
18559,1
18560,1
18561,1
18562,1
18563,0
18564,1
18565,0
18566,1
18567,0
18568,1
18569,1
18570,1
18571,1
18572,1
18573,0
18574,1
18575,1
18576,1
18577,1
18578,0
18579,0
18580,0
18581,0
18582,1
18583,1
18584,1
18585,1
18586,1
18587,1
18588,1
18589,0
18590,0
18591,1
18592,1
18593,0
18594,0
18595,1
18596,1
18597,0
18598,0
18599,1
18600,1
18601,1
18602,0
18603,1
18604,1
18605,1
18606,0
18607,0
18608,0
18609,0
18610,1
18611,0
18612,1
18613,0
18614,0
18615,1
18616,0
18617,1
18618,0
18619,1
18620,1
18621,1
18622,1
18623,1
18624,1
18625,0
18626,1
18627,0
18628,1
18629,0
18630,1
18631,0
18632,0
18633,1
18634,0
18635,1
18636,1
18637,1
18638,0
18639,1
18640,0
18641,1
18642,1
18643,1
18644,0
18645,1
18646,0
18647,1
18648,0
18649,1
18650,0
18651,1
18652,1
18653,0
18654,0
18655,1
18656,1
18657,1
18658,1
18659,1
18660,0
18661,0
18662,1
18663,1
18664,1
18665,1
18666,1
18667,1
18668,1
18669,0
18670,0
18671,1
18672,1
18673,1
18674,1
18675,1
18676,0
18677,0
18678,0
18679,0
18680,1
18681,1
18682,0
18683,1
18684,0
18685,1
18686,1
18687,0
18688,0
18689,1
18690,1
18691,0
18692,0
18693,1
18694,0
18695,1
18696,1
18697,1
18698,1
18699,0
18700,1
18701,1
18702,1
18703,1
18704,1
18705,0
18706,0
18707,0
18708,0
18709,0
18710,1
18711,1
18712,1
18713,1
18714,1
18715,1
18716,1
18717,0
18718,0
18719,1
18720,0
18721,1
18722,0
18723,1
18724,1
18725,1
18726,0
18727,1
18728,1
18729,1
18730,1
18731,1
18732,0
18733,1
18734,1
18735,0
18736,1
18737,1
18738,1
18739,1
18740,1
18741,1
18742,0
18743,1
18744,1
18745,1
18746,1
18747,1
18748,0
18749,1
18750,1
18751,0
18752,0
18753,0
18754,0
18755,1
18756,1
18757,1
18758,0
18759,1
18760,1
18761,0
18762,0
18763,1
18764,1
18765,0
18766,0
18767,1
18768,0
18769,0
18770,1
18771,1
18772,1
18773,1
18774,0
18775,1
18776,0
18777,0
18778,1
18779,0
18780,1
18781,1
18782,0
18783,1
18784,1
18785,1
18786,0
18787,0
18788,0
18789,1
18790,0
18791,0
18792,1
18793,0
18794,1
18795,0
18796,0
18797,1
18798,1
18799,0
18800,1
18801,0
18802,1
18803,0
18804,1
18805,1
18806,0
18807,1
18808,1
18809,1
18810,1
18811,0
18812,1
18813,0
18814,1
18815,0
18816,1
18817,0
18818,1
18819,0
18820,0
18821,1
18822,1
18823,1
18824,1
18825,1
18826,1
18827,1
18828,1
18829,1
18830,0
18831,1
18832,1
18833,0
18834,0
18835,1
18836,0
18837,0
18838,0
18839,0
18840,1
18841,1
18842,1
18843,0
18844,1
18845,1
18846,0
18847,1
18848,1
18849,0
18850,1
18851,0
18852,0
18853,0
18854,0
18855,1
18856,1
18857,0
18858,1
18859,1
18860,1
18861,1
18862,0
18863,1
18864,0
18865,0
18866,1
18867,1
18868,1
18869,0
18870,1
18871,1
18872,1
18873,1
18874,0
18875,1
18876,1
18877,0
18878,1
18879,1
18880,1
18881,1
18882,1
18883,1
18884,1
18885,0
18886,0
18887,1
18888,1
18889,1
18890,1
18891,1
18892,1
18893,1
18894,1
18895,0
18896,1
18897,0
18898,0
18899,1
18900,1
18901,1
18902,1
18903,1
18904,1
18905,1
18906,1
18907,0
18908,0
18909,1
18910,0
18911,1
18912,0
18913,1
18914,1
18915,1
18916,1
18917,1
18918,1
18919,1
18920,0
18921,1
18922,1
18923,1
18924,1
18925,1
18926,1
18927,1
18928,1
18929,1
18930,1
18931,0
18932,1
18933,0
18934,1
18935,0
18936,0
18937,1
18938,0
18939,1
18940,1
18941,1
18942,0
18943,0
18944,1
18945,1
18946,0
18947,1
18948,1
18949,1
18950,1
18951,1
18952,0
18953,1
18954,1
18955,1
18956,1
18957,1
18958,0
18959,1
18960,1
18961,1
18962,1
18963,0
18964,0
18965,0
18966,0
18967,1
18968,1
18969,0
18970,1
18971,0
18972,1
18973,1
18974,1
18975,1
18976,1
18977,1
18978,1
18979,1
18980,1
18981,1
18982,0
18983,0
18984,0
18985,0
18986,1
18987,0
18988,1
18989,0
18990,0
18991,1
18992,1
18993,1
18994,0
18995,0
18996,1
18997,1
18998,1
18999,1
19000,1
19001,1
19002,0
19003,0
19004,0
19005,1
19006,1
19007,0
19008,0
19009,1
19010,1
19011,0
19012,1
19013,0
19014,1
19015,0
19016,1
19017,1
19018,1
19019,0
19020,0
19021,1
19022,1
19023,0
19024,1
19025,1
19026,0
19027,1
19028,1
19029,0
19030,1
19031,1
19032,1
19033,1
19034,1
19035,1
19036,1
19037,1
19038,1
19039,1
19040,1
19041,1
19042,1
19043,0
19044,1
19045,1
19046,0
19047,1
19048,1
19049,0
19050,0
19051,1
19052,1
19053,1
19054,1
19055,1
19056,1
19057,0
19058,1
19059,1
19060,0
19061,0
19062,1
19063,1
19064,1
19065,1
19066,1
19067,1
19068,1
19069,0
19070,1
19071,0
19072,0
19073,1
19074,1
19075,0
19076,1
19077,1
19078,1
19079,1
19080,1
19081,1
19082,0
19083,1
19084,1
19085,1
19086,1
19087,1
19088,1
19089,0
19090,0
19091,1
19092,1
19093,0
19094,0
19095,0
19096,1
19097,1
19098,1
19099,0
19100,1
19101,0
19102,1
19103,0
19104,1
19105,1
19106,1
19107,1
19108,1
19109,0
19110,1
19111,1
19112,0
19113,1
19114,1
19115,1
19116,0
19117,1
19118,0
19119,1
19120,0
19121,1
19122,1
19123,0
19124,1
19125,0
19126,1
19127,0
19128,0
19129,1
19130,1
19131,1
19132,1
19133,0
19134,0
19135,0
19136,1
19137,0
19138,1
19139,1
19140,0
19141,0
19142,1
19143,1
19144,1
19145,0
19146,1
19147,1
19148,0
19149,0
19150,1
19151,0
19152,0
19153,1
19154,1
19155,1
19156,1
19157,1
19158,0
19159,1
19160,1
19161,0
19162,1
19163,0
19164,1
19165,0
19166,1
19167,0
19168,1
19169,1
19170,1
19171,0
19172,1
19173,1
19174,0
19175,0
19176,1
19177,1
19178,1
19179,1
19180,0
19181,0
19182,1
19183,1
19184,0
19185,1
19186,1
19187,1
19188,1
19189,0
19190,0
19191,1
19192,1
19193,1
19194,0
19195,1
19196,1
19197,1
19198,1
19199,0
19200,1
19201,0
19202,1
19203,1
19204,0
19205,1
19206,1
19207,1
19208,1
19209,1
19210,1
19211,0
19212,1
19213,1
19214,0
19215,1
19216,0
19217,1
19218,1
19219,0
19220,0
19221,1
19222,1
19223,1
19224,1
19225,1
19226,0
19227,0
19228,1
19229,0
19230,0
19231,1
19232,1
19233,1
19234,0
19235,0
19236,0
19237,1
19238,0
19239,1
19240,1
19241,1
19242,1
19243,0
19244,1
19245,1
19246,0
19247,0
19248,1
19249,1
19250,0
19251,1
19252,1
19253,0
19254,0
19255,1
19256,1
19257,1
19258,0
19259,0
19260,1
19261,1
19262,1
19263,1
19264,1
19265,0
19266,1
19267,1
19268,0
19269,1
19270,0
19271,1
19272,0
19273,1
19274,0
19275,1
19276,1
19277,1
19278,1
19279,0
19280,1
19281,0
19282,1
19283,1
19284,0
19285,1
19286,0
19287,1
19288,1
19289,1
19290,1
19291,1
19292,0
19293,1
19294,1
19295,1
19296,0
19297,0
19298,0
19299,0
19300,1
19301,0
19302,0
19303,1
19304,1
19305,1
19306,1
19307,1
19308,0
19309,0
19310,1
19311,1
19312,1
19313,0
19314,1
19315,0
19316,1
19317,0
19318,1
19319,1
19320,1
19321,0
19322,1
19323,1
19324,1
19325,1
19326,0
19327,1
19328,1
19329,0
19330,1
19331,1
19332,1
19333,1
19334,1
19335,0
19336,0
19337,1
19338,1
19339,1
19340,0
19341,1
19342,1
19343,1
19344,0
19345,0
19346,0
19347,0
19348,0
19349,0
19350,1
19351,0
19352,1
19353,1
19354,1
19355,0
19356,1
19357,0
19358,0
19359,1
19360,1
19361,1
19362,0
19363,1
19364,0
19365,0
19366,1
19367,0
19368,1
19369,0
19370,1
19371,0
19372,1
19373,1
19374,1
19375,0
19376,1
19377,1
19378,1
19379,1
19380,1
19381,0
19382,1
19383,1
19384,1
19385,1
19386,1
19387,1
19388,1
19389,0
19390,1
19391,1
19392,1
19393,1
19394,1
19395,0
19396,1
19397,0
19398,1
19399,1
19400,0
19401,1
19402,0
19403,1
19404,0
19405,1
19406,1
19407,1
19408,1
19409,0
19410,0
19411,0
19412,1
19413,0
19414,0
19415,1
19416,1
19417,0
19418,0
19419,0
19420,0
19421,0
19422,1
19423,0
19424,1
19425,0
19426,0
19427,0
19428,0
19429,1
19430,1
19431,0
19432,1
19433,1
19434,1
19435,1
19436,0
19437,1
19438,0
19439,1
19440,1
19441,0
19442,0
19443,1
19444,0
19445,0
19446,1
19447,1
19448,0
19449,0
19450,1
19451,0
19452,1
19453,0
19454,1
19455,0
19456,1
19457,0
19458,1
19459,1
19460,1
19461,0
19462,1
19463,1
19464,1
19465,1
19466,1
19467,1
19468,0
19469,0
19470,0
19471,1
19472,1
19473,1
19474,1
19475,0
19476,1
19477,0
19478,1
19479,1
19480,1
19481,1
19482,1
19483,1
19484,1
19485,1
19486,1
19487,0
19488,1
19489,0
19490,0
19491,1
19492,1
19493,1
19494,0
19495,1
19496,0
19497,0
19498,0
19499,1
19500,1
19501,0
19502,1
19503,1
19504,1
19505,1
19506,0
19507,1
19508,0
19509,0
19510,1
19511,1
19512,0
19513,1
19514,1
19515,0
19516,1
19517,1
19518,1
19519,1
19520,1
19521,1
19522,0
19523,1
19524,0
19525,1
19526,0
19527,1
19528,1
19529,0
19530,0
19531,1
19532,1
19533,0
19534,1
19535,1
19536,1
19537,1
19538,1
19539,1
19540,0
19541,0
19542,0
19543,1
19544,1
19545,0
19546,1
19547,1
19548,0
19549,0
19550,1
19551,1
19552,1
19553,1
19554,0
19555,1
19556,1
19557,1
19558,1
19559,1
19560,1
19561,1
19562,0
19563,1
19564,1
19565,0
19566,0
19567,1
19568,1
19569,1
19570,1
19571,0
19572,1
19573,1
19574,1
19575,1
19576,0
19577,1
19578,1
19579,0
19580,1
19581,0
19582,1
19583,1
19584,0
19585,1
19586,1
19587,1
19588,0
19589,1
19590,1
19591,1
19592,0
19593,1
19594,1
19595,0
19596,0
19597,1
19598,1
19599,1
19600,1
19601,0
19602,1
19603,1
19604,1
19605,0
19606,0
19607,1
19608,0
19609,0
19610,0
19611,1
19612,1
19613,1
19614,0
19615,1
19616,1
19617,0
19618,0
19619,1
19620,0
19621,1
19622,1
19623,1
19624,1
19625,1
19626,1
19627,1
19628,1
19629,1
19630,0
19631,0
19632,1
19633,1
19634,1
19635,1
19636,1
19637,1
19638,0
19639,1
19640,1
19641,0
19642,1
19643,0
19644,1
19645,0
19646,1
19647,1
19648,1
19649,1
19650,0
19651,1
19652,1
19653,1
19654,1
19655,1
19656,0
19657,1
19658,0
19659,1
19660,0
19661,0
19662,0
19663,1
19664,0
19665,1
19666,1
19667,0
19668,0
19669,0
19670,1
19671,0
19672,1
19673,1
19674,1
19675,1
19676,0
19677,0
19678,1
19679,1
19680,0
19681,0
19682,1
19683,0
19684,1
19685,0
19686,0
19687,0
19688,1
19689,0
19690,0
19691,0
19692,1
19693,0
19694,0
19695,1
19696,0
19697,1
19698,0
19699,0
19700,1
19701,0
19702,0
19703,0
19704,0
19705,1
19706,0
19707,1
19708,0
19709,0
19710,1
19711,1
19712,0
19713,1
19714,1
19715,1
19716,1
19717,1
19718,0
19719,1
19720,1
19721,1
19722,1
19723,1
19724,1
19725,0
19726,1
19727,1
19728,1
19729,1
19730,1
19731,0
19732,1
19733,0
19734,1
19735,1
19736,0
19737,1
19738,0
19739,0
19740,0
19741,0
19742,1
19743,1
19744,0
19745,1
19746,0
19747,0
19748,1
19749,0
19750,1
19751,1
19752,1
19753,1
19754,0
19755,1
19756,0
19757,1
19758,1
19759,0
19760,1
19761,1
19762,1
19763,1
19764,0
19765,1
19766,1
19767,1
19768,1
19769,0
19770,1
19771,1
19772,0
19773,0
19774,1
19775,1
19776,1
19777,0
19778,0
19779,0
19780,0
19781,1
19782,1
19783,0
19784,0
19785,0
19786,0
19787,1
19788,0
19789,1
19790,1
19791,1
19792,1
19793,1
19794,0
19795,0
19796,1
19797,0
19798,0
19799,1
19800,0
19801,1
19802,1
19803,0
19804,0
19805,1
19806,1
19807,0
19808,0
19809,0
19810,1
19811,1
19812,1
19813,0
19814,1
19815,1
19816,0
19817,1
19818,1
19819,0
19820,1
19821,0
19822,1
19823,1
19824,1
19825,0
19826,1
19827,1
19828,1
19829,1
19830,0
19831,0
19832,0
19833,1
19834,1
19835,0
19836,1
19837,0
19838,1
19839,0
19840,0
19841,1
19842,1
19843,1
19844,1
19845,0
19846,0
19847,1
19848,1
19849,1
19850,1
19851,0
19852,0
19853,0
19854,1
19855,1
19856,0
19857,1
19858,1
19859,0
19860,1
19861,1
19862,0
19863,1
19864,1
19865,0
19866,0
19867,1
19868,0
19869,1
19870,0
19871,1
19872,1
19873,1
19874,1
19875,0
19876,1
19877,1
19878,0
19879,1
19880,1
19881,0
19882,0
19883,1
19884,0
19885,0
19886,1
19887,0
19888,0
19889,1
19890,0
19891,0
19892,0
19893,0
19894,0
19895,1
19896,1
19897,1
19898,1
19899,0
19900,1
19901,0
19902,0
19903,0
19904,1
19905,1
19906,1
19907,1
19908,1
19909,0
19910,0
19911,0
19912,1
19913,0
19914,1
19915,1
19916,1
19917,1
19918,0
19919,0
19920,1
19921,0
19922,1
19923,0
19924,0
19925,0
19926,1
19927,0
19928,1
19929,1
19930,0
19931,1
19932,0
19933,1
19934,0
19935,1
19936,0
19937,1
19938,1
19939,1
19940,0
19941,1
19942,0
19943,1
19944,0
19945,1
19946,0
19947,1
19948,1
19949,1
19950,1
19951,1
19952,0
19953,1
19954,1
19955,0
19956,0
19957,1
19958,1
19959,1
19960,1
19961,1
19962,0
19963,0
19964,0
19965,1
19966,1
19967,1
19968,1
19969,1
19970,1
19971,1
19972,1
19973,0
19974,1
19975,1
19976,0
19977,1
19978,0
19979,1
19980,0
19981,1
19982,1
19983,1
19984,1
19985,1
19986,1
19987,1
19988,0
19989,1
19990,0
19991,0
19992,0
19993,1
19994,0
19995,1
19996,1
19997,0
19998,0
19999,1
20000,0
20001,0
20002,0
20003,0
20004,1
20005,1
20006,0
20007,1
20008,1
20009,0
20010,1
20011,1
20012,0
20013,0
20014,0
20015,1
20016,0
20017,0
20018,0
20019,1
20020,0
20021,0
20022,1
20023,1
20024,1
20025,1
20026,0
20027,1
20028,1
20029,1
20030,1
20031,1
20032,1
20033,1
20034,1
20035,0
20036,1
20037,0
20038,1
20039,1
20040,1
20041,1
20042,1
20043,0
20044,1
20045,1
20046,0
20047,1
20048,1
20049,1
20050,0
20051,0
20052,1
20053,1
20054,1
20055,0
20056,0
20057,1
20058,1
20059,1
20060,1
20061,0
20062,0
20063,1
20064,1
20065,0
20066,1
20067,1
20068,1
20069,1
20070,0
20071,1
20072,0
20073,1
20074,1
20075,1
20076,1
20077,1
20078,0
20079,1
20080,0
20081,0
20082,0
20083,1
20084,1
20085,1
20086,1
20087,1
20088,1
20089,1
20090,1
20091,1
20092,0
20093,1
20094,1
20095,0
20096,0
20097,1
20098,0
20099,1
20100,1
20101,1
20102,1
20103,1
20104,1
20105,0
20106,1
20107,1
20108,1
20109,1
20110,1
20111,1
20112,0
20113,1
20114,1
20115,1
20116,0
20117,0
20118,0
20119,0
20120,1
20121,1
20122,1
20123,1
20124,1
20125,0
20126,1
20127,0
20128,0
20129,1
20130,1
20131,0
20132,0
20133,1
20134,1
20135,0
20136,1
20137,0
20138,0
20139,1
20140,1
20141,0
20142,1
20143,1
20144,1
20145,0
20146,0
20147,0
20148,1
20149,1
20150,0
20151,0
20152,0
20153,1
20154,1
20155,1
20156,0
20157,1
20158,1
20159,1
20160,1
20161,1
20162,1
20163,1
20164,1
20165,1
20166,0
20167,1
20168,1
20169,1
20170,0
20171,1
20172,1
20173,0
20174,1
20175,0
20176,1
20177,0
20178,0
20179,1
20180,1
20181,0
20182,0
20183,0
20184,0
20185,1
20186,1
20187,0
20188,0
20189,0
20190,0
20191,0
20192,0
20193,1
20194,1
20195,1
20196,1
20197,1
20198,1
20199,1
20200,1
20201,0
20202,0
20203,0
20204,0
20205,0
20206,1
20207,1
20208,1
20209,1
20210,1
20211,0
20212,0
20213,1
20214,1
20215,1
20216,1
20217,0
20218,0
20219,1
20220,1
20221,0
20222,0
20223,1
20224,1
20225,0
20226,0
20227,1
20228,1
20229,1
20230,0
20231,0
20232,0
20233,1
20234,0
20235,0
20236,1
20237,1
20238,1
20239,0
20240,1
20241,1
20242,1
20243,1
20244,1
20245,1
20246,0
20247,0
20248,1
20249,1
20250,1
20251,0
20252,1
20253,1
20254,0
20255,0
20256,0
20257,1
20258,1
20259,0
20260,1
20261,0
20262,0
20263,0
20264,1
20265,1
20266,0
20267,1
20268,1
20269,1
20270,1
20271,1
20272,0
20273,1
20274,0
20275,1
20276,1
20277,0
20278,1
20279,0
20280,1
20281,0
20282,1
20283,1
20284,0
20285,1
20286,1
20287,1
20288,1
20289,1
20290,0
20291,0
20292,1
20293,1
20294,1
20295,1
20296,0
20297,0
20298,0
20299,1
20300,1
20301,1
20302,0
20303,1
20304,1
20305,0
20306,1
20307,0
20308,0
20309,1
20310,1
20311,1
20312,1
20313,1
20314,1
20315,1
20316,1
20317,0
20318,1
20319,0
20320,1
20321,0
20322,1
20323,1
20324,1
20325,1
20326,1
20327,1
20328,0
20329,0
20330,1
20331,1
20332,1
20333,1
20334,0
20335,0
20336,0
20337,1
20338,0
20339,0
20340,1
20341,1
20342,1
20343,0
20344,0
20345,1
20346,0
20347,0
20348,1
20349,0
20350,1
20351,1
20352,1
20353,0
20354,0
20355,1
20356,1
20357,1
20358,0
20359,1
20360,0
20361,0
20362,1
20363,0
20364,1
20365,1
20366,1
20367,0
20368,1
20369,1
20370,0
20371,0
20372,1
20373,1
20374,1
20375,0
20376,0
20377,0
20378,0
20379,1
20380,1
20381,1
20382,1
20383,0
20384,1
20385,0
20386,1
20387,1
20388,1
20389,1
20390,0
20391,1
20392,0
20393,1
20394,1
20395,1
20396,0
20397,1
20398,1
20399,1
20400,0
20401,0
20402,0
20403,1
20404,1
20405,0
20406,1
20407,1
20408,0
20409,0
20410,1
20411,1
20412,1
20413,1
20414,1
20415,1
20416,0
20417,1
20418,0
20419,0
20420,1
20421,0
20422,0
20423,0
20424,0
20425,1
20426,1
20427,0
20428,0
20429,1
20430,1
20431,0
20432,0
20433,1
20434,1
20435,1
20436,1
20437,0
20438,1
20439,1
20440,0
20441,1
20442,1
20443,1
20444,1
20445,1
20446,1
20447,1
20448,0
20449,1
20450,1
20451,1
20452,0
20453,1
20454,0
20455,0
20456,1
20457,0
20458,1
20459,1
20460,0
20461,1
20462,0
20463,0
20464,1
20465,1
20466,0
20467,1
20468,0
20469,0
20470,0
20471,0
20472,1
20473,0
20474,0
20475,0
20476,1
20477,1
20478,1
